Session,Session Title,Day,Time,Chunk,Poster ID,Title,Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Author 7,Author 8,Author 9,Author 10,Author 11,Author 12,Author 13,Author 14,Author 15,ACM Author Affiliations,abstract
Poster 2A,"Human Perception, Cognition & XR Methods","Thursday, 8 October",11:15-13:45,Chunk 5,P5640,Extending Games for Evoking Emotions in Research Database for Virtual Reality and Positive Emotions,Paweł Jemioło,Bartosz Chochół,Konrad Reczko,Eliza Petrycka,Dominika Bujnarowska,Antoni Ligęza,,,,,,,,,,"Paweł Jemioło: AGH University of Krakow, Bartosz Chochół: AGH University of Krakow, Konrad Reczko: AGH University of Krakow, Eliza Petrycka: AGH University of Krakow, Dominika Bujnarowska: AGH University of Krakow, Antoni Ligęza: AGH University of Science and Technology","Emotion elicitation is a central challenge in affective computing, as reliable measurement requires stimuli capable of inducing genuine emotional responses. While prior research has largely relied on passive stimuli, interactive experiences such as video games may offer greater ecological validity. The aim of this paper is to extend the Games for Evoking Emotions in Research (GEER) database by introducing games designed to elicit Ekman's positive emotions - enjoyment and surprise - and by adapting the existing negative emotion scenarios for virtual reality (VR). A quantitative study (N = 30) demonstrated that the new games evoked their target emotions, with VR amplifying emotional intensity, immersion, and positive affect compared to desktop conditions. A complementary preliminary qualitative study (N = 6) was conducted with negative stimuli on PC and VR. It highlighted both the strengths and limitations of VR-based emotion elicitation. Together, these results position GEER as a convenient, open-access repository for interactive emotion and affective computing research."
Poster 3A,"Embodied Interaction, Multimodal Control & Assistive Systems","Friday, 9 October",11:15-13:45,Chunk 2,P5779,Developing a Voice-Driven Mixed Reality Visual Analytics System for Immersive Data Exploration,Joel Saji Varghese,Tarang Rana,Muhammad Minhajuddin,Niya Jose,Somang Nam,,,,,,,,,,,"Joel Saji Varghese: Algoma University, Tarang Rana: Algoma University, Muhammad Minhajuddin: Algoma University, Niya Jose: Algoma University, Somang Nam: Algoma University","In this paper, a mixed-reality visual analytics tool using a conversational user interface for queries and code generation with a Large Language Model. The query text is combined with data metadata to generate results to display as 2D data visualizations with a digestible summary. Users can convert the visualizations in a 2D window into 3D spatial elements, affording immersive interactions to show how the data is structured. The system allows users to ask questions to learn further in layman's terms. This work aims to contribute to building an accessible data interpretation tool for non-experts who have no data analytic knowledge."
Poster 1A,"Visualization, Rendering & Immersive Experience","Wednesday, 7 October",10:30-12:45,Chunk 6,P5814,AgenticFocus: Object-Preserving Mixed Reality Synthesis from Human FPV Video for Dexterous Humanoid Learning,Iaroslav Kolomiets,Miguel Altamirano Cabrera,Artem Lykov,Jeffrin Sam,Dmitrii Iarchuk,Yara Mahmoud,Daniia Zinniatullina,Mikhail Konenkov,Dzmitry Tsetserukou,,,,,,,"Iaroslav Kolomiets: Skolkovo Institute of Science and Technology, Miguel Altamirano Cabrera: Skolkovo Institute of Science and Technology, Artem Lykov: MWS, Jeffrin Sam: Skolkovo Institute of Science and Technology, Dmitrii Iarchuk: Skolkovo institute of science and technology, Yara Mahmoud: Skolkovo Institute of Science and Technology, Daniia Zinniatullina: Skolkovo Institute of Science and Technology, Mikhail Konenkov: Skolkovo Institute of Science and Technology, Dzmitry Tsetserukou: Skolkovo Institute of Science and Technology","Human egocentric video is a scalable supervision source for humanoid policy learning, but current pipelines struggle with hand-object occlusion, oversimplified motion, or specialized capture hardware. We introduce \textit{AgenticFocus}, a Mixed Reality synthesis pipeline that converts ordinary first-person-view human videos into robot-trainable demonstrations by restoring occluded object geometry, reconstructing full-hand motion, and retargeting it to a humanoid embodiment through camera-relative alignment and layered compositing. The resulting dataset pairs focused visual observations with synchronized robot actions and states. AgenticFocus achieves lower trajectory error and smoother wrist motion than cross-embodiment baselines, with SPARC scores of −5.18 versus −5.56 and −6.05."
Poster 2A,"Human Perception, Cognition & XR Methods","Thursday, 8 October",11:15-13:45,Chunk 5,P5841,From Intent to Action: A Multimodal VR Task Dataset,João Alves,Teresa Matos,Daniel Mendes,,,,,,,,,,,,,"João Alves: University of Porto, Teresa Matos: Faculdade de Engenharia, Universidade do Porto, Daniel Mendes: Faculdade de Engenharia da Universidade do Porto","This paper presents a multimodal dataset for analyzing user behavior during task performance in Virtual Reality. We collected data during a user study with 36 participants that performed free exploration, object finding, and navigation tasks across 4 virtual scenes with guided and free task structures. The dataset includes synchronized gaze, head, hand/controller, eye geometry, pupil, interaction, and task progression data. Subjective data about cybersickness, presence, and workload was also collected before, during, and after the VR experience.

The dataset was analyzed to explore how behavior changes across tasks, guidance levels, and virtual environment contexts. Results showed that object finding produced stronger visual search and interaction behavior, while navigation showed a planning pattern where gaze tended to appear before movement. Overall, the dataset supports the study of intention-related behavior in VR and shows that multimodal signals should be interpreted together with the active task and scene context."
Poster 1B,"XR Training, Education & Responsible Use","Wednesday, 7 October",13:45-16:00,Chunk 4,P5880,Designing Sustainable XR Content Pipelines for Industrial Training Services: A Case Application in Airport Vehicle Checkpoint Security Screening,Jeonghoon LEE,,,,,,,,,,,,,,,Jeonghoon LEE: Korea Institute of Science and Technology Information,"eXtended Reality (XR) is a key technology for industrial digital twins, yet adoption is constrained by inefficient content authoring and management. We propose an XR content authoring and management strategy based on an XR Contents Fabric architecture, which extends the data fabric concept to XR by separating functional and semantic content elements to enable reusable, maintainable pipelines. We demonstrate it through an XR-based airport vehicle checkpoint security screening training service. A pilot with airport security instructors confirms that the framework supports instructor-centered authoring, continuous content operation, and service sustainability, providing a foundation for future AI-driven intelligent XR content platforms."
Poster 1B,"XR Training, Education & Responsible Use","Wednesday, 7 October",13:45-16:00,Chunk 4,P5907,Mixed Reality Endovascular Thrombectomy Training via Holographic Patient CT-A Visualization,Ehtiram Shukurov,Alex Berg,,,,,,,,,,,,,,"Ehtiram Shukurov: University of Minnesota, Twin Cities, Alex Berg: University of Minnesota","Endovascular procedures such as thrombectomy require hands-on training constrained by limited access to expensive simulation hardware. We present a mixed reality training simulation for endovascular thrombectomy on Meta Quest 3. Real patient CT-A scan data is rendered holographically using a custom HLSL raymarching shader, enabling trainees to visualize patient-specific vascular anatomy in their physical environment. The system supports interactive guidewire and catheter navigation through reconstructed vascular geometry, with haptic feedback during procedural steps. A fluoroscopy simulation mode and radiation exposure monitoring replicate clinical workflow conditions, demonstrating feasibility of patient-specific holographic anatomy visualization on consumer MR hardware for accessible endovascular training."
Poster 3A,"Embodied Interaction, Multimodal Control & Assistive Systems","Friday, 9 October",11:15-13:45,Chunk 2,P6164,"OmniAI: Spatially Adaptive Aerial Agent with Surface-Aware Projection, Gesture Control, and Web-Augmented Interaction",Nikita Kuzmin,Yuhua Jin,Georgii Demianchuk,Mariya Lezina,Fawad Mehboob,Ivan Valuev,Nikolai Lutsenko,,,Miguel Altamirano Cabrera,Dzmitry Tsetserukou,,,,,"Nikita Kuzmin: Skolkovo Institute of Science and Technology, Yuhua Jin: The Chinese University of Hong Kong, Shenzhen, Georgii Demianchuk: Skolkovo Institute of Science and Technology, Mariya Lezina: Skolkovo Institute of Science and Technology, Fawad Mehboob: Skolkovo Institute of Science and Technology, Bolshoy Boulevard 30, bld. 1, 121205, Moscow, Russia, Ivan Valuev: Skolkovo Institute of Science and Technology, Nikolai Lutsenko: Skolkovo Institute of Science and Technology, Bolshoy Boulevard 30, bld. 1, 121205, Moscow, Russia, Miguel Altamirano Cabrera: Skolkovo Institute of Science and Technology, Dzmitry Tsetserukou: Skolkovo Institute of Science and Technology","Drones in human environments often lack spatially grounded interfaces for situated communication. We present OmniAI, an embodied aerial agent that supports surface-adaptive interaction by switching projection between an onboard screen and nearby environmental surfaces. A servo-actuated MEMS laser projector renders text-and-image responses from a web-augmented LLM pipeline. Projection surfaces are detected online using RGB-D sensing and RANSAC plane fitting, without pre-mapped geometry. OmniAI provides functionally equivalent voice and gesture control for both drone motion and projected content. By combining speech, mid-air gestures, adaptive projection, and aerial mobility, OmniAI demonstrates a mobile spatial AR interface for context-aware human-drone interaction."
Poster 2B,"Collaborative XR, Avatars & Navigation","Thursday, 8 October",14:15-16:30,Chunk 3,P6196,From Smart Devices to Home Companions: Designing Anthropomorphic Avatars in Mixed Reality,Chenyue Zheng,Hu Yong,,,,,,,,,,,,,,"Chenyue Zheng: Beihang University, Hu Yong: Beihang University","In MR environments, virtual avatars play an important role in supporting users’ understanding of smart home device states, communicating behavioral intentions, and enhancing emotional experience. However, existing research has offered relatively limited discussion on the visual expression of virtual avatars for smart home products.This study first conducted semi-structured interviews to identify the suitable application scope of virtual avatars for smart home devices. It then employed participatory design to explore a design framework for anthropomorphic avatars in MR environments from the perspectives of product attributes and user emotions. Based on these findings, an initial MLLM-based prototype was developed to explore the workflow from physical device recognition to virtual avatar generation. This study aims to move beyond the design of individual visual forms in smart home anthropomorphism and develop a strategy-oriented framework grounded in design metaphor. By providing structured rule constraints for MLLMs, the proposed approach supports more systematic and context-aware avatar generation, offering a new perspective for the design and application of smart home avatars in MR environments."
Poster 1A,"Visualization, Rendering & Immersive Experience","Wednesday, 7 October",10:30-12:45,Chunk 6,P6213,StereoBrake: Towards Mitigating VR Sickness by Suppressing Stereopsis with a 2D Projection,Yuto Ogata,Kodai Hatakeyama,Eunhee Chang,Guanghan Zhao,Yuhui Wang,Kazuyuki Fujita,Yoshifumi Kitamura,,,,,,,,,"Yuto OGATA: Tohoku University, Kodai Hatakeyama: Tohoku University, Eunhee Chang: Tohoku University, Guanghan Zhao: Tohoku University, Yuhui Wang: Tohoku University, Kazuyuki Fujita: Tohoku University, Yoshifumi Kitamura: Tohoku University","Virtual reality (VR) sickness remains a critical barrier to comfortable user experiences. To address this, we propose StereoBrake, a dynamic stereopsis control system that mitigates sickness during virtual locomotion without obstructing the field of view. By modulating binocular disparity based on user movement it restricts stereopsis during locomotion and restores full stereoscopic vision when stationary. A within-subjects user study demonstrated that StereoBrake successfully maintained presence without significant degradation compared to control and continuous restriction conditions. StereoBrake demonstrates strong potential for future investigation and methodological evolution despite not significantly mitigating sickness on its own."
Poster 1B,"XR Training, Education & Responsible Use","Wednesday, 7 October",13:45-16:00,Chunk 4,P6406,Claws of Change: An Embodied Educational VR Experience for Visualizing the Effects of Ocean Climate Change Through Time Travel,Danielle Cole,Aude Nguyen,David Bruce,Anthony Scavarelli,,,,,,,,,,,,"Danielle Cole: Carleton University, Aude Nguyen: University of Ottawa, David Bruce: University of Ottawa, Anthony Scavarelli: Toronto Metropolitan University","Claws of Change is an immersive virtual reality educational experience that places learners in the body of an American lobster exploring the Atlantic Ocean. Participants travel through time to witness the effects of climate change using a novel claw-based swimming locomotion system that strengthens embodiment. The experience aims to foster empathy for marine life through non-human perspective-taking and environmental storytelling. A pilot study in a university sustainability classroom found the experience engaging, easy to learn, moderately immersive, and effective for climate education. Future work will improve accessibility, locomotion, environmental interactions, and educational content."
Poster 1B,"XR Training, Education & Responsible Use","Wednesday, 7 October",13:45-16:00,Chunk 4,P6452,A Retention-Centered Review of XR Training Systems in Agriculture,Haris Psallidopoulos,Fotis Liarokapis,,,,,,,,,,,,,,"Haris Psallidopoulos: CYENS Centre of Excellence, Fotis Liarokapis: CYENS - Centre of Excellence","Extended Reality (XR) is an umbrella term that includes various immersive technologies, including Virtual Reality (VR), Augmented Reality (AR), and Mixed Reality (MR) \cite{whatisxr,mrdef}. Recently, XR has gained tremendous traction and application in the educational sector, particularly for training professionals aiming to refine their skills and deepen their expertise in specific disciplines. This transformative tool has proven to be exceptionally beneficial across numerous industries, with agriculture standing out as a crucial area of application \cite{agrivr}. By offering immersive and interactive simulations that replicate diverse farming environments and the operational workflows inherent to them, XR significantly enhances the educational experience."
Poster 2A,"Human Perception, Cognition & XR Methods","Thursday, 8 October",11:15-13:45,Chunk 5,P6699,Multi-modal Augmented Spatial Environmental Data Asset Valuation,Zhenggui Xiang,,,,,,,,,,,,,,,Zhenggui Xiang: Tsinghua University,"Spatial environmental data assets have evolved into a core strategic asset for ecological governance, carbon neutrality, urban planning, and climate risk management. However, previous Data Asset Valuation (DAV) methods suffer from single-modal data dependence, insufficient spatial-temporal dynamic characterization, and lack of augmented feature fusion. In this paper, we propose a Multi-modal Augmented Spatial Environmental Data Asset Valuation (MASE-DAV) approach, which integrates multi-source heterogeneous data fusion (remote sensing images, ground monitoring, IoT sensing, text-based environmental policies, and social media perception), spatial-temporal knowledge graph augmentation, and a hybrid DAV model combining machine learning and income-cost method. Experiments verifies that our proposed MASE-DAV outperforms traditional DAV methods in accuracy, robustness, and adaptability."
Poster 1A,"Visualization, Rendering & Immersive Experience","Wednesday, 7 October",10:30-12:45,Chunk 6,P6743,OrthoPaint: Photorealistic 3D Mesh Defurnishing via Orthographic Generative Inpainting,Sunil Kumar Narayanan,Prakhar Kulshreshtha,Brian Pugh,Salma Jiddi,,,,,,,,,,,,"Sunil Kumar Narayanan: Applied Research, Prakhar Kulshreshtha: Geomagical Labs, Inc., Brian Pugh: Geomagical Labs, Salma Jiddi: Geomagical Labs","Photorealistic defurnished meshes are vital for mixed-reality virtual staging. However, consumer-grade room-scans retain furniture remnants, projection seams, and texture holes. Naive per-frame inpainting restores each captured view independently but often produces 3D-inconsistent textures. We propose OrthoPaint, a generative mesh-texturing pipeline that inpaints on surfaces rather than frames. We render each surface with an orthographic camera. A Wall-Graph then groups narrow walls with nearby broader walls
into Wall Island composites. An MLLM captions each composite, and an inpainter restores its constituent surfaces with photorealistic textures. OrthoPaint outperforms naive per-frame and video-diffusion baselines, yielding fully textured meshes with higher perceptual quality scores."
Poster 2A,"Human Perception, Cognition & XR Methods","Thursday, 8 October",11:15-13:45,Chunk 5,P6822,A Look At Our Bodies: Automated Eye-Tracking Data Acquisition on Virtual Avatars,Lisa Rieder,Marie Luisa Fiedler,Carolin Wienrich,Marc Erich Latoschik,Mario Botsch,Nina Döllinger,,,,,,,,,,"Lisa Rieder: Julius-Maximilians-Universität Würzburg, Marie Luisa Fiedler: University of Würzburg, Carolin Wienrich: University of Würzburg, Marc Erich Latoschik: University of Würzburg, Mario Botsch: TU Dortmund University, Nina Döllinger: University of Würzburg","Harnessing gaze patterns as an objective diagnostic tool for eating disorders and for guiding and assessing mirror exposure therapy (MET) is currently hindered by resource-intensive manual coding and intrusive physical markers. This paper presents a Virtual Reality (VR) application for automated, markerless gaze acquisition using photorealistic, personalized embodied avatars. Our framework dynamically generates skeletal-anchored Areas of Interest (AoIs) that are scaled based on the participant's Body Mass Index (BMI). It supports gaze mapping in both direct observation and virtual mirror-based self-observation through reflection-aware raycasting. In a technical validation study (N=5), the framework achieves high dwell-time registration for large anatomical regions, with values approaching the expected performance range of consumer-grade VR eye tracking (80-90% dwell time). However, results also identify challenges regarding torso segmentation, granularity, and smaller extremities. This work provides a proof-of-concept scalable gaze annotation in VR-based body-image research and identifies key requirements for future clinical applications, including improved full-body tracking and sex- and body-shape-sensitive AoI models."
Poster 1A,"Visualization, Rendering & Immersive Experience","Wednesday, 7 October",10:30-12:45,Chunk 6,P6888,Feeling Together Without Talking: Behavioral Signatures of Co-presence in Silent Cooperative VR,Alex Fuentes-Raventos,Ana Zappa,Xim Cerda-Company,Michael Wiesing,David Cucurella,Shunkai Wang,Marc Ballestero-Arnau,Mel Slater,Antoni Rodrigues-Fornells,,,,,,,"Alex Fuentes-Raventos: University of Barcelona, Ana Zappa: Bellvitge Biomedical Research Institute (IDIBELL), Xim Cerda-Company: Computer Vision Center, Michael Wiesing: Universitat de Barcelona , David Cucurella: Universitat de Barcelona, Shunkai Wang: Bellvitge Biomedical Research Institute (IDIBELL)), Marc Ballestero-Arnau: University of Barcelona, Mel Slater: University of Barcelona, Antoni Rodrigues-Fornells: Bellvitge Biomedical Research Institute (IDIBELL)","How do people come to feel together in a shared virtual space when speech and gesture are unavailable? We examine this question in a silent three-player VR card-ordering task where coordination must emerge through action and timing. Across 12 teams, stronger team co-presence ratings were linked to higher team task effectiveness: accurate card play and repeated error-free completion. This pattern remained visible in difficulty-validation checks, suggesting it was not simply due to easier card states. Higher co-presence teams also showed more stable early timing, pointing to shared task fluency as a behavioural signature of feeling together in silent VR."
Poster 1A,"Visualization, Rendering & Immersive Experience","Wednesday, 7 October",10:30-12:45,Chunk 6,P6893,ROGS-VR: Robust Online Gaussian Splatting SLAM for Open-Vocabulary VR Scene Exploration,Timofei Kozlov,Dmitrii Maliukov,Andrey Marchenko,Miguel Altamirano Cabrera,Dzmitry Tsetserukou,,,,,,,,,,,"Timofei Kozlov: Skolkovo Institute of Science and Technology, Dmitrii Maliukov: Skolkovo Institute of Science and Technology, Andrey Marchenko: NLP Research Center, Miguel Altamirano Cabrera: Skolkovo Institute of Science and Technology, Dzmitry Tsetserukou: Skolkovo Institute of Science and Technology","We present a novel integrated architecture for robust online 3D Gaussian splatting, real-time VR exploration, and speech-driven Vision-Language-Model interaction. Unlike methods assuming clean depth or external poses, our system combines ORB-SLAM3-based pose estimation with online Gaussian reconstruction for noisy real-world data. A VR pipeline enables immersive exploration of incremental reconstructions; a semantic module transcribes voice commands, generates scene descriptions, and records points of interest. Against state-of-the-art online Gaussian splatting methods, we improve image quality on our and TUM-RGBD datasets, with comparable or superior frame rates via quality–speed configurations. We achieve 88% VLM object-recognition rate."
Poster 1A,"Visualization, Rendering & Immersive Experience","Wednesday, 7 October",10:30-12:45,Chunk 6,P6909,Large-Aperture Flat Diffractive Optics for Ghost-Suppressed Full-Color Holographic AR Displays,HYUN EUI KIM,,,,,,,,,,,,,,,HYUN EUI KIM: Electronics and Telecommunications Research Institute (ETRI),"Large-area spatial holographic AR requires optical apertures whose space-bandwidth product scales with image size and field of view, yet centimeter-scale refractive optics are bulky. We present a closed-form carrier-allocation rule for a 100 mm × 100 mm full-color multilevel diffractive optic that co-locates the three RGB signal orders at a common focal-plane coordinate while displacing cross-channel parasitic orders outside the signal aperture, without iterative optimization. For f = 450 mm and a 10° carrier, the RGB orders co-locate at u = 79.3 mm and the nearest parasitic order is displaced by 10.8 mm. The fabricated optic forms ghost-suppressed, depth-resolved real images over a 0–600 mm range in a spatial holographic AR testbed."
Poster 3A,"Embodied Interaction, Multimodal Control & Assistive Systems","Friday, 9 October",11:15-13:45,Chunk 2,P6950,Manipulating Objects in DeskVR using a Continuous Interaction Space,Hugo Almeida,Daniel Mendes,,,,,,,,,,,,,,"Hugo Almeida: Faculdade de Engenharia da Universidade do Porto, Daniel Mendes: INESC TEC","Virtual Reality (VR) can enhance visualization and enable natural interactions, but it can cause physical fatigue during extended use. DeskVR mitigates this by enabling seated interaction. This work introduces MOCIS (Manipulating Objects in DeskVR using a Continuous Interaction Space), a hybrid technique that combines touch-based input and mid-air gestures to reduce fatigue during object selection and manipulation, featuring input scaling and adaptive filtering. A user study compared MOCIS to a mid-air baseline (Scaled HOMER). Results showed successful task completion, but MOCIS was slower, more complex, and harder to learn. The findings reveal design limitations and highlight areas for future improvement."
Poster 1B,"XR Training, Education & Responsible Use","Wednesday, 7 October",13:45-16:00,Chunk 4,P6981,Instruct360: A 360° Video Framework for Egocentric Object Capture and Tracking for AR Instructions,Max Rütz,Tobias Langlotz,Stefanie Zollmann,,,,,,,,,,,,,"Max Rütz: Aarhus University, Tobias Langlotz: Aarhus University, Stefanie Zollmann: Aarhus University","We present an approach for extracting 3D object representations and their spatial positions from egocentrically captured panoramic video recordings. The system processes panoramic videos captured by a head-worn camera, with a focus on instructional scenarios in which object configurations and interactions are central to learning. The extracted 3D objects are tracked over time and replayed in augmented reality (AR). By decoupling instructional information from the original camera viewpoint, learners can observe and follow procedures from their own perspectives. The primary motivation is to reduce constraints during capture, permitting natural head movement while maintaining spatial fidelity required for AR-based instructions."
Poster 3B,Interaction & XR Interfaces,"Friday, 9 October",14:15-16:30,Chunk 1,P7030,Computationally Efficient Geometry-Based 3D Scene Understanding for Mobile Mixed Reality,Andrzej Czajkowski,Marek Kowal,Krzysztof Patan,Rafael Greszczynski,,,,,,,,,,,,"Andrzej Czajkowski: Institute of Control & Computation Engineering, Marek Kowal: Institute of Control & Computation Engineering, Krzysztof Patan: Institute of Control & Computation Engineering, Rafael Greszczynski: Fachbereich Wirtschaftsingenieurwesen","We present a lightweight geometry-based pipeline for segmentation of depth-sensor meshes on standalone mixed reality headsets. The method combines mesh simplification, normal-based plane extraction, concavity decomposition, and adaptive bounding-box refinement to obtain a compact representation of indoor scenes directly on resource-constrained mobile hardware. The approach was evaluated on indoor data acquired with the HTC Vive XR Elite. Runtime measurements show a total processing time of $4009 \pm 239$ ms for the evaluated mesh, while 3D Intersection over Union (IoU) is used to evaluate the influence of the segmentation threshold on bounding-box quality. The results show that a normal-similarity threshold of $0.99$ provides the best trade-off between spatial coverage and over-segmentation in the evaluated scene. The proposed pipeline provides a practical basis for asynchronous scene preprocessing, object replacement, collision handling, and spatial interaction in MR applications."
Poster 3B,Interaction & XR Interfaces,"Friday, 9 October",14:15-16:30,Chunk 1,P7081,VME-as-Interaction: Designing Voluntary Muscle Effort for Embodied VR Experiences,Zhengchun Jia,Jeffrey C. F. Ho,,,,,,,,,,,,,,"Zhengchun Jia:  The Hong Kong Polytechnic University, Jeffrey C. F. Ho: Hong Kong Polytechnic University","We introduce the concept of Voluntary Muscle Effort (VME) and further proposes the design perspective of “VME-as-Interaction”, exploring whether users can construct an experience of effort solely through the active engagement of bodily resources in the absence of real physical resistance. We used surface electromyography (sEMG) as a technical medium for detecting active muscle activation, designed a VME-based VR interaction system for a construction safety training scenario, and evaluated it through a within-group experiment (N = 15). The results indicate that VME significantly enhanced immersion whilst increasing self-reported workload; however, participants generally perceived this additional effort as a genuine, natural and valuable experience. This study demonstrates that the experience of effort does not necessarily require actual physical force or extensive bodily exertion that reproduces real-world fatigue, but may emerge through users' active bodily engagement, bodily performance, and bodily imagination."
Poster 2A,"Human Perception, Cognition & XR Methods","Thursday, 8 October",11:15-13:45,Chunk 5,P7099,Voice-to-3D: Generative AI for real time generation of 3D objects for Augmented Reality,Rafael Conceição,Daniel Mendes,Daniel Sá Pina,,,,,,,,,,,,,"Rafael Conceição: INEGI, Daniel Mendes: Faculdade de Engenharia da Universidade do Porto, Daniel Sá Pina: INEGI","While augmented reality (AR) increases worker productivity, ap-
plication development is heavily bottlenecked by the need to pre-
create 3D assets. This paper presents an end-to-end pipeline gener-
ating 3D assets in real time on an AR application: the user verbally
describes an asset, and within four seconds the corresponding GLB
mesh appears in their field of view. The backend components were
selected via an objective benchmark of four image-to-3D models
and a text-to-image preference study (n = 35). A System Usability Scale (SUS)
evaluation was conducted ($n=18$) on the final AR application, yielding a score
of 82.64."
Poster 3B,Interaction & XR Interfaces,"Friday, 9 October",14:15-16:30,Chunk 1,P7117,Reconfiguring Reach: Design Trade-offs of Extended Non-Human Avatar Embodiment in VR Spatial Manipulation,Yunhao Yu,,,,,,,,,,,,,,,yunhao yu: Nanjing Forestry University,"Virtual reality enables avatars that depart from the human body, but it remains unclear how extended non-human limbs trade off reach, control, embodiment, workload, and manipulation behavior. We explore this design space through three deliberately contrasting avatar-control probes: a naturalistic hand, telescopic robotic arm, and octopus tentacle. In a within-subjects study (N=21), participants completed an obstacle-based sorting task while we logged trajectories, performance, VEQ, and NASA-TLX. Results show that reach extension reduces controller movement while expanding tip coverage, workload follows mapping complexity, and subjective embodiment remains comparable despite divergent behavior."
Poster 1A,"Visualization, Rendering & Immersive Experience","Wednesday, 7 October",10:30-12:45,Chunk 6,P7126,Enhanced Legibility of Out-of-Focus Virtual Latin and East Asian Characters with a Commercial See-through Augmented Reality Display,Junhwan Kim,Carlos Montalto,J. Edward Swan,Mohammed Safayet Arefin,,,,,,,,,,,,"Junhwan Kim: Colorado State University, Carlos Montalto: University of Costa Rica, J. Edward Swan II: Mississippi State University, Mohammed Safayet Arefin: Colorado State University","Out-of-focus effects degrade text legibility in optical see-through (OST) augmented reality (AR). Previous research using SharpView fonts has shown that precorrection techniques can improve out-of-focus text legibility. However, the text was limited to Latin characters, and the evaluation environment was limited to a laboratory OST AR device. This research extends the SharpView approach in two ways: (1) it extends the evaluation to East Asian characters (Korean, Japanese, and Chinese) and (2) it conducts synthetic simulation and camera-based optical evaluations using a Microsoft HoloLens 2. With both evaluations, the SharpView precorrected font shows quantitatively improved sharpness and text legibility. These results suggest that the SharpView font method can generalize to multilingual environments and commercial AR devices."
Poster 1A,"Visualization, Rendering & Immersive Experience","Wednesday, 7 October",10:30-12:45,Chunk 6,P7189,Geospatial Augmented Reality as a New Medium for Outdoor Spatial Storytelling,Si Jung Kim,Byeong-hee Roh,Adrienne Landerville,,,,,,,,,,,,,"Si Jung Kim: UNLV, Byeong-hee Roh: Ajou University, Adrienne Landerville: UNLV","This paper presents a geospatial augmented reality system for large-scale outdoor theatrical performance, instantiated as (anonymized) The system superimposes GPS-anchored 3D virtual content over an (anonymized), accessible via mobile devices. We address three core geospatial computing challenges: (1) mitigating Global Navigation Satellite System multipath error in an urban canyon environment through a hybrid localization pipeline combining raw GPS, and a GeoJSON point-of-interest map; (2) establishing a viewer-relative local coordinate frame that maintains sub-3-degree angular registration across 10 distributed viewpoints spanning the full promenade perimeter; and (3) synchronizing virtual spatial events to physical (anonymized) choreography. Findings establish empirically grounded design constraints for GPS-anchored spatial interaction in dense urban outdoor venues."
Poster 2A,"Human Perception, Cognition & XR Methods","Thursday, 8 October",11:15-13:45,Chunk 5,P7318,Understanding Task Resumption Strategies after Physical Interruptions in 360 VR Videos,Junho Jang,Jung Who Nam,,,,,,,,,,,,,,"Junho Jang: Kunsan National University, Jung Who Nam: Kunsan National University","When real-world demands force users to remove their headsets, they can lose their spatial and narrative context upon returning to a suspended virtual task. To understand this disconnect, we conducted a formative study (N=8) exploring how users recover their place in 360-degree VR videos. By evaluating different video characteristics and interruption durations during unstructured viewing, we establish design criteria to inform future adaptive context-recovery systems."
Poster 2A,"Human Perception, Cognition & XR Methods","Thursday, 8 October",11:15-13:45,Chunk 5,P7455,A Dual-System Decision-Making Framework for Virtual Pet Behavior Generation,Yidan Pan,Dongdong Weng,Haiyan Jiang,Nan Gao,,,,,,,,,,,,"Yidan Pan: Beijing Institute of Technology, Dongdong Weng: Beijing Institute of Technology, Haiyan Jiang: The Hong Kong Polytechnic University, Nan Gao: Institute of Automation, Chinese Academy of Sciences","This poster introduces a dual-system decision-making framework for generating virtual pet behaviors in virtual environments (VEs). Within this framework, the virtual pet functions like an intelligent agent, capable of moving within the virtual environment, perceiving objects, and performing various behaviors, thus providing users with a more immersive interactive experience. The framework generates executable behaviors based on the pet's internal states (including hunger, thirst, energy, toilet, tension, comfort, and curiosity) and the VE, by combining a rule-based fast-thinking system with a large language model (LLM)-based slow-thinking system. It improves the rationality, naturalness, and diversity of virtual pet behaviors."
